AMZN,ALL,CBOE,COP,CVX,GS,IBKR,JPM,LLY,MET,PGR,SFM,TAC,XOM
24.55,218.67,32.42,58.46,38.21,278.22,8.61,149.59,156.31,118.99,70.93,106.13,60.58,46.88
10.51,197.11,146.83,76.30,67.76,191.78,16.06,211.13,-59.77,248.52,59.17,107.50,63.88,48.44
56.99,268.42,87.92,28.85,82.76,314.37,8.18,124.43,-534.74,214.85,58.65,202.06,37.66,44.77
66.10,130.36,111.86,50.57,66.60,590.84,8.44,102.54,58.98,199.53,54.28,69.29,36.56,47.53
159.12,204.31,97.70,59.43,64.25,460.98,12.80,131.64,-165.67,350.67,61.92,63.65,56.29,33.85
25.08,166.96,32.52,53.97,52.19,268.74,10.18,139.09,-171.68,171.58,71.15,68.01,39.11,22.92
72.18,152.67,60.31,61.33,53.98,387.34,19.13,119.51,119.63,169.16,67.24,111.28,78.46,64.87
40.55,126.16,97.78,56.40,51.88,175.02,10.78,132.04,-597.07,256.15,59.34,68.61,47.72,28.00
46.18,219.07,-11.45,46.46,47.44,356.74,15.80,127.87,7.98,359.70,93.99,61.23,46.17,50.54
46.64,189.27,72.33,42.52,73.98,149.47,20.79,105.20,-139.54,206.17,64.73,159.45,48.19,42.48
125.01,379.04,38.75,86.84,44.81,762.19,19.00,122.88,-400.45,148.75,68.53,87.06,37.30,53.23
106.06,257.61,93.01,39.98,76.10,302.83,12.20,178.51,288.73,199.78,63.92,111.47,46.07,50.83
123.02,255.50,81.38,61.19,73.34,427.31,17.51,144.55,110.07,176.67,78.91,82.74,37.33,31.14
75.42,231.13,97.44,49.09,78.78,287.18,13.65,118.56,-290.20,159.71,79.27,96.00,35.05,49.95
72.01,149.78,102.31,47.46,74.50,259.89,22.91,193.17,-316.16,149.10,74.69,83.41,48.21,37.35
74.05,155.62,118.00,89.13,36.98,263.10,19.56,151.55,184.78,196.84,69.70,78.94,40.39,63.92
152.90,142.27,206.96,36.23,44.65,406.16,12.40,159.47,-77.80,274.38,69.62,102.71,62.89,23.88
271.89,159.93,42.12,59.08,53.73,394.34,19.95,125.83,-716.21,190.93,64.54,104.91,46.88,39.13
88.78,368.05,58.21,90.54,88.65,242.41,10.39,191.14,-23.68,145.62,69.82,76.69,71.03,41.95
67.30,367.85,205.10,109.37,92.12,340.31,16.50,136.43,111.84,156.83,58.62,191.54,27.59,47.63
35.49,204.39,50.41,78.01,87.51,370.52,20.15,127.79,16.05,209.67,60.17,130.49,49.73,54.19
63.31,145.69,-2.54,53.73,59.54,297.63,6.49,131.83,78.41,142.31,68.80,102.65,37.99,39.14
102.47,307.30,2.03,54.83,40.94,366.81,4.61,148.10,-53.56,162.19,72.94,110.73,51.64,38.85
154.12,202.90,79.92,53.37,66.50,586.44,22.61,181.30,-275.74,160.71,59.64,182.54,32.47,53.53
38.35,167.17,139.36,58.53,86.93,316.51,12.62,123.64,68.97,184.46,80.38,65.40,51.01,45.97
126.44,134.11,-3.39,73.74,62.46,327.88,20.34,92.16,-103.54,128.01,64.99,77.47,80.27,53.58
78.04,132.42,98.80,64.15,39.08,361.85,9.05,128.24,122.28,213.99,62.09,99.64,16.78,49.34
47.94,270.52,176.12,99.82,48.71,292.10,12.57,124.54,250.16,272.57,66.40,155.84,28.10,33.77
-19.68,172.41,133.52,71.76,73.02,251.63,13.25,144.35,108.69,112.72,59.66,90.35,54.93,45.20
119.88,212.90,175.91,30.39,93.67,392.52,13.32,119.38,-98.76,272.99,43.66,111.49,104.97,29.49
139.32,250.07,43.99,58.56,45.76,393.91,13.65,168.57,-142.95,224.24,59.16,74.90,38.78,71.60
148.06,122.96,57.03,22.68,57.11,274.96,12.26,116.49,439.07,176.77,57.93,76.18,92.15,29.04
79.12,168.02,113.98,42.86,40.20,363.77,11.20,125.97,255.16,273.26,65.63,170.04,27.90,45.75
155.96,82.44,15.32,59.88,57.07,555.69,13.72,167.34,22.88,210.19,65.64,98.39,88.42,27.84
106.08,259.16,107.09,41.23,83.72,329.69,12.46,140.43,-184.34,263.94,62.15,78.27,63.70,87.67
45.84,148.59,46.15,97.98,34.74,428.61,12.88,139.75,-455.25,320.11,61.73,93.61,64.35,50.65
16.07,157.44,122.60,60.48,57.78,457.10,18.08,250.73,198.70,211.57,70.62,204.13,56.97,41.01
106.54,166.05,117.47,49.54,60.82,399.61,14.21,171.88,142.46,170.62,89.69,89.79,37.33,54.31
42.31,418.56,106.53,25.06,46.68,250.44,14.44,165.89,26.20,143.59,87.25,97.45,41.26,39.20
27.47,126.65,241.89,58.40,36.71,548.42,15.13,199.01,254.24,155.24,62.59,87.28,70.76,45.76
68.82,190.58,118.42,62.02,41.15,331.33,12.56,212.20,-95.88,236.09,65.87,65.65,37.61,64.96
53.86,388.69,88.33,142.58,13.17,184.13,11.41,142.59,245.33,222.80,61.02,96.60,46.33,36.43
175.17,261.76,46.68,72.59,77.97,271.18,21.93,183.64,309.60,160.66,75.92,57.46,56.69,19.82
51.77,172.42,143.51,89.84,82.74,435.68,10.15,121.34,-494.80,266.57,68.50,69.04,39.40,72.57
83.88,147.18,143.49,40.34,34.73,231.84,13.86,152.72,264.28,170.31,74.27,114.93,26.96,90.48
54.38,118.99,52.82,72.80,89.69,360.83,30.41,121.65,288.00,225.41,58.34,56.66,89.12,49.72
119.85,231.94,153.31,57.32,33.81,337.61,13.99,168.68,208.87,281.83,62.98,53.12,48.88,61.53
194.46,332.19,81.84,52.74,101.14,476.22,14.08,161.93,257.64,172.80,67.90,101.73,25.11,59.03
-2.49,138.64,45.48,43.99,81.73,266.70,9.66,142.50,-45.79,201.80,60.54,69.70,54.84,55.92
105.81,82.44,78.14,70.34,32.44,402.53,11.02,138.91,-1912.01,564.63,64.52,55.53,23.22,45.42
112.79,114.15,100.21,69.35,75.40,331.75,13.88,165.26,61.68,183.92,74.84,52.50,41.07,34.38
106.71,242.88,19.59,69.34,45.96,250.43,8.34,197.35,128.76,123.93,69.03,68.73,55.72,44.70
53.96,235.03,28.87,92.54,30.94,307.85,10.20,227.21,-69.12,142.05,87.59,169.18,63.19,93.59
72.16,120.08,59.41,69.54,81.97,260.51,19.73,168.01,76.78,203.08,66.50,60.23,23.07,62.48
43.81,179.90,7.99,98.04,89.66,280.21,15.21,130.72,47.06,208.87,76.42,78.82,67.76,55.24
25.74,202.08,129.57,57.76,42.63,491.90,9.17,156.46,-141.04,205.75,43.66,164.92,55.10,24.44
76.19,129.80,55.52,47.07,46.39,243.17,16.73,203.90,-386.58,191.71,68.40,97.83,24.94,41.00
85.87,317.37,134.75,111.90,43.01,188.86,7.85,167.66,220.97,211.26,59.70,168.19,31.75,69.10
90.33,131.28,106.21,68.22,75.17,305.35,7.66,111.91,152.82,216.63,68.75,95.15,60.51,41.84
85.57,339.22,69.11,56.56,43.48,235.90,17.19,105.38,76.33,291.00,66.37,84.56,19.46,61.57
94.03,442.84,90.21,70.01,36.05,351.61,10.95,186.48,177.33,308.27,68.00,112.69,27.59,48.45
116.07,152.28,61.95,70.83,77.74,343.63,10.19,166.62,-230.84,344.23,55.92,73.70,80.32,78.40
57.27,348.38,75.53,72.05,37.32,508.28,14.26,153.15,-47.41,195.26,82.02,122.63,55.54,89.94
88.53,191.00,40.63,78.05,75.56,212.48,19.40,135.83,-390.30,148.08,69.83,112.00,39.02,38.80
73.43,167.38,88.31,80.92,59.30,439.69,17.12,219.93,518.70,312.37,63.53,94.06,39.05,20.64
87.96,275.78,76.39,72.10,33.84,357.12,15.06,101.51,-397.14,231.36,60.88,110.12,112.99,22.55
69.65,143.59,198.10,86.23,62.15,357.19,7.06,146.01,457.50,126.85,54.67,77.47,19.64,65.77
135.90,159.16,54.07,59.37,48.57,358.00,15.80,203.63,-21.98,146.14,81.17,68.21,99.01,14.19
65.28,319.25,82.82,34.35,52.68,343.20,18.94,204.79,36.93,117.59,60.29,86.33,53.32,50.35
128.09,171.11,85.16,105.48,75.95,280.33,8.72,171.50,38.96,542.63,43.66,112.62,90.75,42.87
52.83,170.37,92.81,33.97,90.82,300.74,15.03,172.40,13.16,200.22,67.45,204.85,55.75,68.62
188.44,274.63,90.68,66.01,62.59,468.49,17.15,137.55,-393.01,223.17,61.85,68.75,23.32,67.78
44.76,82.44,105.88,66.12,129.16,405.08,12.02,147.87,-151.49,147.22,68.57,102.81,63.90,43.55
169.01,131.28,59.87,75.46,72.57,261.10,19.18,185.63,-384.71,134.25,62.71,71.24,39.16,56.08
68.07,310.52,16.92,51.55,29.97,263.94,13.48,120.89,135.51,459.32,54.71,103.90,44.01,45.18
55.16,376.38,116.33,59.60,45.84,453.73,10.28,147.05,-80.52,230.41,67.61,111.71,38.22,34.03
39.50,436.96,95.58,65.42,36.72,370.12,10.69,174.91,-130.01,201.18,62.52,141.49,49.79,41.58
93.46,164.86,48.55,83.59,77.27,203.29,8.80,181.64,-170.59,258.68,71.06,74.53,42.73,68.61
8.29,170.94,150.85,53.77,85.57,275.39,6.73,154.39,-336.62,184.23,63.22,93.60,33.36,106.64
54.97,133.66,77.12,43.26,31.32,201.71,8.49,136.83,244.11,160.13,71.88,54.98,59.07,33.48
31.65,129.57,105.02,68.57,50.27,271.95,14.52,175.02,-197.52,164.15,59.45,111.63,51.71,54.82
46.29,178.80,88.49,66.13,53.80,111.98,8.58,164.58,292.84,228.25,72.34,86.78,60.68,73.78
197.60,181.93,32.49,64.34,52.09,329.01,14.58,94.60,331.19,293.33,64.58,79.74,27.98,15.71
123.49,137.67,32.47,62.29,55.56,341.25,13.91,187.80,30.27,211.41,58.21,121.47,125.77,69.22
70.68,214.76,79.96,54.34,111.33,295.58,29.58,173.00,-78.26,243.42,61.80,82.83,37.69,54.27
39.27,136.33,92.93,71.91,51.75,270.47,9.97,157.95,-84.21,154.13,57.66,85.70,24.22,43.50
33.07,115.72,78.68,147.18,33.07,299.19,11.15,137.22,-435.71,273.15,69.24,187.52,34.77,48.12
71.50,163.29,59.78,38.95,79.75,277.79,17.58,149.93,119.70,135.08,43.66,229.21,31.02,50.89
87.82,123.89,51.14,26.71,73.18,313.56,6.52,166.32,178.76,329.51,57.82,56.17,36.79,29.65
108.48,152.31,41.44,49.67,56.66,258.71,12.89,137.23,-25.59,294.83,66.63,63.90,47.43,40.06
88.00,131.62,1.65,29.72,56.91,365.40,18.13,124.48,229.29,250.15,78.97,73.95,62.88,48.35
51.02,269.50,39.97,77.34,38.97,240.37,30.07,128.49,85.62,329.66,66.29,78.14,58.76,69.53
107.81,187.42,70.83,52.18,40.41,388.96,6.52,123.36,169.30,248.02,60.91,84.25,32.79,37.07
85.90,316.61,59.26,86.33,50.03,314.22,14.63,159.07,-79.82,131.20,62.15,104.26,56.07,36.93
66.92,147.68,73.68,81.41,30.10,296.10,12.55,140.95,-28.84,388.73,67.55,138.04,39.04,57.25
99.49,375.22,85.09,64.74,61.82,305.98,14.97,128.88,-138.80,173.04,67.67,88.14,96.23,66.75
51.30,216.41,30.18,42.89,53.90,234.29,9.79,185.16,157.99,208.04,82.24,84.69,13.90,59.50
94.67,223.77,66.69,92.94,34.17,398.52,6.52,131.70,18.94,189.50,75.04,119.77,24.60,53.01
91.58,105.18,24.31,65.62,34.41,460.16,16.98,199.20,-39.43,157.24,97.93,85.92,137.51,70.69
82.26,171.89,79.87,53.64,69.66,287.35,5.85,168.71,-306.03,319.70,43.66,84.90,29.42,38.74
188.12,134.67,136.48,32.79,56.14,325.08,13.19,165.45,238.52,149.15,77.49,100.22,45.04,38.88
41.27,225.49,63.88,67.66,42.17,363.38,7.04,158.68,278.80,171.84,70.12,58.95,69.62,55.80
-0.36,308.13,69.50,112.64,27.22,268.23,18.94,156.18,-467.21,278.73,65.62,85.01,155.49,52.72
156.92,141.07,98.20,54.96,70.18,287.83,9.63,164.36,33.90,184.44,56.37,73.49,69.21,20.32
79.20,82.44,127.29,42.96,114.58,344.17,15.05,171.10,24.33,185.44,60.99,174.85,45.03,50.67
33.56,325.14,70.44,87.82,51.68,494.12,8.66,103.44,-4.18,264.23,67.26,131.22,87.05,50.09
68.36,129.14,180.50,69.45,12.26,354.99,12.38,123.26,230.49,227.13,58.71,68.80,36.30,33.70
133.88,317.13,7.18,145.73,75.08,645.09,22.23,128.73,111.49,152.80,70.06,74.76,29.32,24.64
89.41,285.15,6.68,55.42,89.52,279.59,7.73,175.29,102.49,158.35,63.77,99.50,46.25,48.32
75.58,152.51,76.26,67.80,39.21,380.33,14.84,107.04,-658.20,183.86,59.19,150.74,52.22,40.35
95.61,293.50,106.16,54.77,91.77,446.76,14.27,169.24,-97.77,289.27,75.58,108.11,99.51,41.80
180.52,173.74,71.44,71.83,74.34,305.67,15.55,143.96,-525.21,136.99,83.15,67.27,18.25,60.11
103.28,148.74,82.61,57.67,65.55,287.29,13.94,168.27,211.49,247.09,59.78,86.03,20.29,58.54
38.64,180.64,45.62,42.08,43.17,244.38,20.04,166.47,204.45,87.90,60.62,97.21,41.90,53.77
72.30,172.19,19.21,37.49,36.78,327.25,13.82,157.46,-262.14,183.38,70.60,80.72,51.05,40.70
111.36,274.99,84.77,24.96,86.48,559.48,17.64,170.78,-9.62,233.89,62.02,165.69,51.02,38.08
50.24,288.87,112.01,46.60,64.71,434.83,19.25,171.17,-416.40,139.97,70.32,136.33,60.68,76.93
70.31,254.16,88.48,63.39,63.76,206.89,13.39,191.76,-170.81,151.79,66.69,82.66,63.88,24.21
148.14,126.43,54.49,49.25,48.20,322.15,10.64,206.02,-137.26,216.65,66.95,92.97,27.15,39.74
53.94,170.37,100.07,84.15,34.73,489.97,20.14,129.29,57.49,205.11,70.91,105.01,43.07,40.49
56.78,133.19,123.41,56.08,75.86,460.49,8.33,186.38,32.08,321.26,61.65,92.21,26.71,43.79
75.70,224.97,-21.42,48.44,52.33,406.08,13.57,189.01,145.41,291.25,74.73,85.17,66.72,38.41
171.67,201.69,2.13,57.82,45.66,316.11,12.35,142.58,-6.30,167.66,92.49,102.69,93.67,45.50
88.49,82.44,40.92,35.73,25.90,417.45,13.55,161.83,54.05,223.63,69.52,81.35,41.23,42.46
184.46,252.77,89.67,48.61,43.26,231.21,11.91,167.53,100.65,239.68,60.45,210.97,55.90,13.91
68.88,132.09,166.40,54.02,103.95,339.61,20.38,183.21,30.81,541.78,69.82,64.73,55.52,31.42
50.92,152.25,80.04,79.25,52.99,198.81,12.41,140.47,-50.18,293.81,83.01,97.06,25.59,77.41
126.59,374.36,91.70,77.93,95.16,311.61,28.12,125.52,-180.91,253.46,60.67,110.09,185.39,52.07
74.00,151.21,4.91,48.00,66.85,393.20,13.17,138.56,-592.44,181.18,60.43,160.40,53.72,38.32
145.24,125.08,106.49,23.32,38.73,579.12,11.99,129.11,92.06,296.74,85.36,55.86,60.31,46.69
89.34,298.67,55.96,78.33,75.29,144.63,22.26,194.05,-43.34,172.17,60.19,203.30,62.00,27.24
68.05,211.03,8.96,63.97,34.20,325.63,18.25,136.15,-18.15,190.01,61.88,100.84,59.57,28.89
111.38,315.86,29.04,69.97,38.83,433.41,13.92,136.59,65.44,319.56,43.66,90.25,55.83,46.04
110.44,155.36,193.83,55.15,42.77,233.40,5.87,174.91,-480.86,115.27,60.80,105.64,49.04,51.13
29.35,315.49,59.52,85.98,27.61,302.23,10.80,231.25,-13.42,209.70,54.72,79.23,32.98,44.07
58.85,136.81,83.28,38.90,72.65,333.29,13.77,79.50,317.56,237.85,64.40,84.77,62.53,46.81
98.21,215.31,66.49,59.79,45.08,260.49,9.35,218.41,-9.09,186.25,65.35,126.83,59.76,21.56
107.44,167.20,47.15,42.20,29.38,303.97,9.68,152.76,333.62,256.97,55.46,120.97,98.64,56.00
299.53,180.05,36.03,82.48,27.73,434.91,12.94,158.82,534.90,233.40,65.51,165.67,48.70,47.46
198.79,241.71,8.13,82.99,112.52,444.18,24.47,188.31,395.69,251.26,65.30,79.04,61.71,31.72
126.07,148.15,135.92,31.51,75.75,488.34,13.78,228.50,280.78,176.35,58.65,71.14,56.44,64.06
137.37,243.67,55.63,65.80,67.63,410.05,24.63,119.19,-283.71,208.94,70.00,96.00,53.66,48.35
128.32,119.57,84.51,27.67,60.77,222.60,20.74,176.65,-160.44,183.39,56.81,83.34,53.52,46.62
15.52,313.68,23.89,46.69,33.66,479.66,4.59,179.49,-124.39,196.02,70.55,74.82,51.80,27.81
88.32,215.53,18.35,94.06,88.81,286.10,9.86,95.39,90.25,265.55,55.96,144.47,42.22,36.08
72.54,82.44,104.63,63.91,80.65,129.63,17.59,177.31,344.14,249.77,63.39,66.29,31.44,24.60
78.95,160.88,121.27,84.75,31.28,235.57,8.68,147.49,33.42,211.49,66.11,77.87,54.28,61.44
158.72,180.09,36.79,61.53,50.48,289.78,8.25,164.60,109.27,280.81,62.31,154.12,58.63,63.15
196.92,208.90,39.39,98.64,81.51,230.57,9.49,132.56,410.36,231.97,43.66,72.49,31.53,109.58
83.39,119.34,70.60,55.58,46.15,272.03,10.75,157.69,144.95,183.85,61.43,98.47,79.47,45.15
194.64,113.33,243.42,56.91,44.94,211.08,12.77,139.76,257.70,304.22,59.94,176.61,95.14,35.29
21.38,168.88,75.08,81.63,39.51,252.34,12.18,173.36,-252.61,166.97,62.52,92.84,52.84,45.75
57.53,245.41,115.36,115.89,22.99,520.07,10.32,156.56,333.59,276.43,60.61,79.93,75.28,43.23
88.83,164.34,86.59,83.72,30.13,430.09,11.20,159.66,137.47,182.26,61.91,81.73,26.51,44.61
58.36,249.76,76.42,78.09,17.96,319.35,16.90,177.98,71.42,335.10,136.80,77.39,55.35,26.25
99.89,157.54,60.73,56.88,41.13,346.40,22.00,166.87,224.24,324.00,66.42,60.51,104.98,33.03
102.34,163.15,32.88,33.23,56.36,247.17,8.88,158.56,160.96,171.17,63.02,104.63,50.36,39.57
94.30,289.90,88.72,49.57,79.81,402.60,13.98,142.19,-146.98,344.85,53.00,120.81,92.34,43.30
54.91,276.84,36.81,51.08,75.71,312.73,13.92,152.58,120.12,213.48,69.75,110.41,80.08,30.47
172.92,267.45,30.82,66.01,81.21,298.73,8.90,131.89,303.25,155.93,54.22,134.00,74.32,59.31
56.79,125.79,22.53,82.72,58.59,306.77,13.58,206.78,116.37,197.64,74.35,73.80,59.43,29.30
25.15,267.07,121.94,130.04,68.58,272.70,9.01,157.04,-290.86,141.05,77.72,91.26,41.43,26.49
108.05,122.13,80.03,48.71,39.82,235.33,25.48,135.76,199.85,326.82,73.37,76.00,96.81,53.28
129.78,110.23,75.84,39.19,72.61,257.35,21.67,120.20,-130.07,191.85,43.66,116.77,78.81,37.12
92.80,148.20,173.03,98.23,46.93,313.05,11.14,136.21,214.82,347.30,59.27,93.81,33.80,81.44
66.25,200.78,20.23,73.86,57.89,417.73,9.81,103.93,48.13,178.11,59.53,91.12,143.80,20.04
104.08,119.90,15.61,49.73,74.65,465.78,24.90,136.86,160.10,181.50,61.50,103.73,42.39,39.14
112.28,143.57,103.36,75.83,28.34,292.16,12.51,138.72,314.15,195.88,68.87,128.82,26.87,43.04
79.95,132.76,182.97,49.47,30.84,202.16,6.37,165.93,297.72,130.36,62.51,72.33,110.74,46.97
92.85,82.44,25.95,59.82,56.51,278.20,11.72,138.92,264.65,195.90,67.27,95.51,78.52,58.71
90.75,149.74,93.50,35.68,75.31,366.12,10.89,123.60,205.16,219.70,63.69,78.55,66.79,26.49
129.81,288.64,43.01,51.00,58.47,275.35,3.95,114.89,197.69,248.27,78.98,158.04,48.98,24.57
75.23,82.44,14.81,122.72,82.47,253.92,24.74,174.93,-345.09,177.91,55.30,114.61,9.49,88.16
75.11,215.78,30.48,95.64,71.92,429.40,22.17,134.67,-49.23,259.92,55.82,48.68,80.94,58.80
141.82,357.34,121.15,52.92,45.32,201.73,15.18,152.74,85.93,366.83,74.68,174.61,57.46,67.88
97.54,164.62,112.39,66.87,36.29,256.58,13.06,136.13,-151.28,188.06,63.81,154.05,34.79,63.52
69.49,122.09,20.39,38.97,48.70,411.46,5.29,126.56,101.63,186.46,58.61,60.41,46.79,39.94
132.31,300.56,211.94,48.95,43.62,235.37,17.91,252.98,-345.96,322.32,79.19,77.24,19.15,34.89
104.45,240.08,145.69,64.90,63.79,345.74,9.96,125.34,-128.82,237.54,43.66,93.47,89.67,34.63
149.43,141.35,130.67,77.26,34.94,304.68,9.90,208.08,-414.32,180.34,66.63,72.37,96.35,43.32
69.24,129.96,121.18,78.04,18.17,272.85,8.95,144.18,-42.60,181.90,82.27,99.13,45.24,65.78
231.85,1157.13,161.39,118.58,49.22,350.38,7.23,169.83,-300.25,265.60,63.00,110.28,56.47,34.08
238.38,82.44,123.50,55.20,67.19,283.14,9.90,131.09,-126.23,210.26,63.38,109.43,58.17,42.20
130.55,138.47,8.89,47.81,37.07,477.93,17.20,131.49,40.05,389.38,63.22,73.93,48.56,66.14
86.90,136.28,56.34,56.02,80.28,195.11,11.69,174.75,274.30,129.16,72.62,99.50,45.92,35.95
65.01,177.98,88.49,71.45,31.38,268.96,10.35,148.96,161.72,202.11,60.46,64.21,55.40,39.35
37.20,144.53,8.00,55.41,58.60,267.87,7.95,172.66,200.38,147.37,72.87,98.98,82.30,45.39
75.90,132.78,35.41,35.23,22.85,196.57,19.54,180.57,-286.89,122.56,69.51,70.21,63.47,56.25
61.80,246.67,49.42,81.50,77.72,365.11,12.35,147.05,-638.55,100.88,62.33,108.93,33.62,64.27
26.26,315.75,102.57,67.41,57.73,233.55,8.95,149.51,742.10,166.23,56.23,69.89,29.14,37.43
201.42,134.30,41.97,36.55,39.77,378.92,14.84,199.76,193.88,329.30,69.64,92.95,120.21,37.94
101.44,140.08,19.08,42.26,58.06,304.28,20.01,181.51,167.67,152.51,60.72,67.28,22.66,28.33
101.54,145.09,62.23,40.02,55.44,464.02,19.59,141.51,29.63,121.89,73.09,49.04,70.30,38.70
138.52,225.10,110.80,34.64,71.70,341.21,24.25,227.03,-18.73,189.65,63.79,144.43,17.59,78.11
69.57,170.97,213.56,21.67,41.13,313.98,19.73,177.10,-316.52,381.85,84.97,87.95,20.42,28.83
102.24,230.83,65.74,83.44,80.51,384.48,10.90,177.28,-37.15,281.38,59.27,85.35,64.04,29.75
40.85,126.79,20.06,77.79,52.87,477.74,21.96,251.30,66.72,290.90,69.24,83.87,25.12,30.17
74.69,308.66,95.69,20.63,70.50,308.77,11.85,136.04,150.23,260.06,63.57,105.68,41.85,10.37
129.50,230.60,83.42,74.78,66.63,298.39,19.15,142.73,235.02,183.26,63.28,93.97,37.61,59.48
86.20,115.03,-53.56,47.52,32.34,228.34,10.43,160.95,204.77,221.83,60.68,121.55,64.12,48.60
137.78,307.89,53.81,77.56,25.39,430.81,17.22,177.94,-476.43,197.40,58.26,137.88,85.85,70.66
73.25,121.25,93.93,55.68,96.34,374.44,9.50,153.45,42.24,224.83,58.74,42.17,60.17,52.51
149.73,143.05,28.66,86.63,51.51,288.56,19.05,117.18,129.58,201.07,68.22,85.87,45.85,78.87
87.23,125.17,34.37,37.26,61.97,361.94,6.99,155.22,334.79,201.76,72.13,171.10,91.75,29.22
132.65,164.66,172.11,144.70,97.39,263.23,12.93,137.48,-187.80,149.80,68.05,70.34,72.48,61.06
144.09,392.23,77.43,29.51,107.16,601.69,12.63,243.97,128.83,153.04,54.18,89.15,76.73,32.98
201.02,208.30,32.51,89.69,72.40,315.25,11.28,214.21,-578.65,116.89,69.19,134.60,159.41,34.51
71.27,146.85,101.06,53.70,18.08,483.18,12.09,177.14,-235.05,320.52,104.35,220.57,11.98,52.86
26.75,207.31,87.94,67.42,32.69,307.02,12.92,139.79,37.48,159.37,61.60,102.79,77.35,62.61
36.33,199.33,63.79,79.92,41.85,686.41,12.07,143.25,-32.41,495.18,89.30,68.40,58.15,92.46
64.03,315.45,16.88,47.10,70.88,296.08,10.04,160.56,-57.06,147.85,63.04,121.97,60.78,32.27
118.75,188.93,91.75,93.74,39.20,583.67,9.53,121.48,-35.02,224.37,54.01,90.51,34.78,65.48
74.35,179.78,107.91,114.57,63.84,376.38,10.34,176.43,149.12,234.89,69.86,81.23,93.08,53.90
147.92,139.18,59.59,66.84,75.77,392.76,24.74,149.39,-69.45,139.99,66.33,67.06,44.37,49.04
217.49,199.60,51.93,54.70,65.46,199.44,11.97,118.67,56.95,133.20,60.77,101.00,51.20,25.70
105.83,134.63,24.71,67.03,78.53,260.30,21.95,106.07,-318.63,155.97,93.58,124.39,64.67,46.12
39.17,215.18,103.32,38.25,30.67,405.63,10.90,184.44,51.83,169.91,62.21,126.18,15.45,55.40
93.94,395.48,66.42,75.21,90.91,320.98,15.46,159.54,-404.89,217.87,62.13,197.41,84.94,61.27
97.41,208.12,1.20,55.15,144.37,403.32,5.59,149.39,-145.96,237.97,54.58,132.47,25.53,31.54
66.96,169.49,56.60,87.48,68.43,312.95,13.88,129.20,279.46,283.91,70.58,123.17,65.16,51.47
64.66,139.67,11.55,49.35,46.73,286.18,7.45,144.34,-344.54,206.07,65.22,108.04,63.95,36.56
57.61,241.41,127.01,136.34,51.31,244.66,8.06,163.05,271.55,185.93,43.66,140.44,66.09,30.21
117.33,232.89,60.05,89.95,103.95,488.07,12.09,110.78,-352.19,142.79,72.12,68.02,35.69,29.43
97.19,123.96,16.21,80.57,73.72,591.58,19.83,216.11,77.62,215.87,62.08,126.15,38.45,41.48
52.94,233.20,84.66,69.07,41.67,407.94,13.46,135.09,-0.63,148.75,62.89,69.70,68.58,42.24
55.87,180.36,29.31,69.63,57.70,255.51,14.97,131.01,-34.75,148.72,85.62,62.58,34.67,33.83
29.02,246.34,27.13,43.68,62.68,379.94,6.67,134.74,132.78,231.41,57.61,189.74,32.48,34.67
156.58,195.54,169.03,53.99,54.74,404.72,13.76,145.48,638.06,209.94,43.66,101.26,27.11,43.07
68.44,268.65,21.44,78.92,72.36,423.64,13.69,159.51,-245.73,161.11,57.03,92.90,35.33,23.12
31.21,377.25,121.62,71.07,24.58,303.03,13.19,156.71,-342.55,169.92,81.80,67.00,79.16,60.60
81.93,186.68,123.53,90.63,96.51,317.08,14.70,181.28,244.91,160.12,82.28,108.24,40.42,39.45
184.11,82.44,23.20,103.07,82.82,227.92,16.16,164.89,-563.98,215.95,61.42,83.01,62.54,36.65
21.75,217.63,147.15,80.89,35.51,248.54,16.87,268.84,12.33,126.07,56.32,132.94,44.25,23.88
26.42,129.96,129.59,60.16,56.83,271.49,4.53,146.43,224.00,355.47,58.23,88.26,113.41,32.15
154.72,243.45,100.49,49.38,56.76,485.48,14.39,134.16,418.37,161.97,68.81,59.63,34.12,54.97
144.96,674.33,78.90,96.08,64.02,265.39,13.77,159.50,-27.23,201.56,62.84,103.14,67.96,30.95
49.30,206.94,176.33,44.12,68.30,641.70,12.39,136.07,4.33,203.17,64.79,53.96,27.29,45.25
138.48,170.07,81.56,83.62,48.01,455.53,8.43,134.20,134.89,314.91,66.20,66.79,142.26,61.16
95.99,182.73,36.83,71.17,81.24,360.27,9.78,245.30,-642.29,142.94,61.34,76.47,27.19,44.58
94.75,209.98,10.98,40.83,84.03,265.04,11.89,116.95,144.97,249.02,62.18,75.77,77.58,30.93
0.96,200.21,101.74,21.48,57.18,213.73,20.40,140.25,174.06,360.80,69.47,106.73,73.95,29.08
127.32,301.37,64.85,56.88,76.80,396.95,10.56,215.94,121.08,305.59,70.13,91.54,36.80,30.99
187.48,250.33,176.74,37.26,61.81,303.26,11.65,131.91,-2.67,384.57,73.75,88.23,99.07,38.84
13.76,193.59,83.61,41.01,28.36,270.94,8.99,146.89,429.33,148.59,61.12,48.56,48.98,43.42
84.82,174.97,46.50,61.00,79.15,203.42,5.06,227.99,54.93,146.84,59.58,86.35,52.54,45.52
46.81,252.95,42.45,81.09,39.63,363.95,9.88,173.96,19.83,283.72,74.46,83.52,55.04,35.85
