AMZN,ALL,CBOE,COP,CVX,GS,IBKR,JPM,LLY,MET,PGR,SFM,TAC,XOM
28.18,159.75,23.69,83.64,56.92,241.82,13.79,145.65,-28.02,210.49,74.11,54.17,52.44,48.43
-12.01,111.47,80.97,28.02,96.81,333.61,11.02,171.36,90.71,177.31,43.66,75.83,129.51,67.97
-30.78,184.17,71.19,44.66,85.64,371.75,12.22,131.09,77.88,146.59,70.82,41.23,169.52,40.55
-42.88,82.44,0.18,36.76,41.03,335.10,12.39,157.06,26.68,166.50,64.55,76.90,170.99,51.45
35.80,82.44,31.47,79.74,82.79,186.54,15.85,161.37,555.11,233.60,61.16,84.17,95.87,37.17
-4.72,161.55,55.43,49.97,15.08,323.51,10.91,151.77,-36.70,178.97,83.27,37.83,9.10,22.77
1.96,158.97,-19.69,46.75,22.72,248.21,30.40,129.22,97.15,290.06,69.25,28.54,2.66,41.70
39.74,215.90,31.45,22.89,42.68,362.48,18.03,211.90,-201.46,234.70,60.73,45.03,31.07,59.29
11.20,278.24,142.79,57.66,51.15,345.17,10.27,169.36,-133.15,161.17,71.10,49.14,30.77,87.49
-15.81,250.24,149.69,47.99,37.77,453.54,9.82,131.36,383.77,187.94,69.57,81.05,46.97,40.04
-14.95,213.56,52.91,27.29,45.30,287.00,8.91,147.96,301.48,180.75,62.92,38.08,75.96,36.44
12.08,204.55,95.58,39.53,65.81,350.93,21.16,156.10,-376.78,147.26,64.81,55.39,99.22,72.69
58.69,191.24,25.46,91.33,62.46,278.90,11.46,128.37,-107.93,200.62,76.96,71.42,-21.06,46.07
-3.94,138.90,41.21,73.64,69.50,267.77,25.54,159.58,-119.62,180.67,82.27,43.10,9.95,50.98
31.05,238.38,29.40,102.17,32.56,362.64,12.99,221.83,-652.35,159.08,62.28,12.70,66.10,52.60
-51.46,139.05,103.93,47.58,46.77,296.53,15.08,162.96,1.74,157.76,61.24,89.87,125.78,76.88
-27.24,128.50,41.56,113.86,59.54,247.50,19.04,174.88,130.60,130.65,83.70,90.19,101.03,17.70
65.37,119.57,-50.73,95.58,65.78,413.02,8.20,156.37,150.85,174.41,61.05,88.82,132.25,40.59
-69.11,156.59,24.86,37.33,91.50,312.28,8.57,149.72,-187.06,239.30,64.19,34.62,73.19,51.70
2.06,311.98,16.43,74.77,36.37,457.26,20.31,125.24,-89.15,230.55,63.77,39.61,22.10,31.05
-38.71,142.95,45.69,65.65,44.86,335.61,21.72,204.57,52.47,506.23,55.60,59.52,22.51,68.07
-2.53,125.57,44.50,61.73,78.54,244.85,6.04,184.20,243.68,209.51,65.30,46.17,95.59,70.94
-4.96,98.16,116.12,48.80,30.82,368.72,16.32,185.05,-98.00,266.28,48.37,38.64,58.71,25.66
36.28,119.77,28.52,56.39,74.25,442.91,10.55,100.22,-100.87,177.53,65.17,69.84,76.55,40.85
61.33,143.86,25.17,27.58,71.88,333.32,17.75,140.32,36.83,167.13,69.63,27.83,67.40,63.21
-32.40,180.78,0.68,58.19,50.06,250.42,12.20,131.61,-215.33,209.27,59.88,22.93,113.32,53.01
27.05,122.99,0.38,64.88,66.35,358.29,7.04,158.51,-553.43,158.57,43.66,44.77,45.82,42.57
-2.73,136.87,-6.97,49.78,75.70,479.95,13.59,211.11,43.99,182.63,64.23,36.29,118.88,65.88
53.67,176.26,18.93,100.80,153.35,390.24,11.39,120.43,-21.21,151.74,43.66,37.43,57.09,43.61
16.03,281.72,41.18,72.59,54.72,353.79,14.12,242.85,-158.67,231.00,66.91,21.40,322.68,51.04
-22.20,294.37,-19.83,34.05,51.79,548.99,13.90,140.14,120.28,170.19,65.02,36.55,124.19,28.88
-0.13,82.44,14.15,60.21,45.87,247.59,11.41,146.09,128.59,229.60,73.28,118.98,55.61,63.83
-19.88,82.44,6.94,86.21,46.87,328.30,8.60,136.41,-146.15,136.11,63.36,49.96,84.03,71.73
58.60,280.95,59.79,63.13,73.44,305.80,12.82,170.12,-169.14,281.37,56.59,26.26,-25.82,54.14
-19.00,142.23,-35.20,47.00,42.41,431.59,12.87,120.01,-62.09,252.15,57.18,58.33,59.09,90.59
7.61,103.77,62.72,113.65,87.39,426.18,15.64,134.80,133.24,242.42,90.24,40.19,116.39,83.01
21.39,145.44,34.52,123.62,55.81,304.00,7.88,200.25,287.41,309.97,58.01,51.42,88.13,29.14
-34.20,292.42,46.00,39.59,19.52,252.16,9.15,128.80,56.10,553.43,60.69,33.57,49.27,68.64
1.35,121.29,19.13,71.56,73.12,228.15,25.10,158.55,-50.37,203.43,59.37,41.96,0.50,30.47
2.35,198.14,-3.25,62.10,62.01,372.87,11.58,194.01,5.85,319.76,66.79,34.64,115.54,57.28
-12.75,116.23,-0.35,66.55,70.73,400.63,16.13,184.75,-2.01,413.35,69.36,26.48,51.34,50.18
-18.76,427.39,-9.59,55.50,99.43,202.10,18.12,151.92,-338.95,185.48,58.04,50.71,47.85,27.98
44.62,181.92,-47.72,80.06,100.10,342.08,8.65,108.34,61.87,345.12,71.96,40.48,5.40,27.21
-1.84,146.97,57.07,31.88,74.70,214.06,28.98,155.87,-140.28,170.98,68.21,21.96,78.36,46.44
-68.17,154.01,95.77,44.74,53.92,323.00,14.68,127.00,-227.55,292.95,68.53,54.04,159.53,44.37
-10.96,227.00,-52.95,59.22,36.13,359.15,8.62,163.01,21.50,151.47,63.06,44.19,26.35,77.35
8.98,216.37,10.06,49.79,49.74,277.31,4.59,160.05,-182.28,195.09,73.30,35.36,79.20,71.00
-10.56,243.96,30.00,65.17,47.03,195.58,12.14,165.14,-217.22,248.75,63.29,34.63,176.07,59.26
-5.77,164.75,88.58,104.71,41.19,312.35,14.79,126.28,-173.05,225.56,59.37,39.65,69.40,39.94
-35.55,129.65,121.70,56.21,34.15,511.22,25.57,145.51,215.43,494.13,58.97,42.04,77.93,24.35
12.79,364.75,51.20,80.06,85.67,369.75,10.51,121.83,87.89,131.08,52.96,53.77,150.45,52.69
-0.16,221.95,21.08,60.19,21.75,276.21,28.02,156.83,81.51,225.35,64.77,45.23,183.46,41.15
-0.19,407.41,-19.37,43.60,12.04,253.18,7.77,176.53,-144.26,165.49,66.49,46.92,83.72,69.86
-54.68,224.74,31.36,65.76,31.39,283.34,11.73,134.26,-86.16,236.95,73.15,39.62,40.09,40.55
-6.65,244.05,42.21,79.49,48.72,312.65,9.48,110.05,-75.43,254.88,59.96,17.51,116.59,36.98
48.75,271.86,40.51,90.08,69.42,237.63,8.58,149.81,-623.65,178.70,54.29,42.22,107.45,45.84
60.62,193.07,17.26,24.19,67.81,283.04,11.93,130.67,-454.65,235.87,53.86,41.74,25.91,56.00
4.76,167.88,17.45,135.57,48.79,379.73,11.38,190.69,-78.46,326.88,69.32,43.35,-35.81,76.55
-83.53,197.81,45.36,60.40,92.70,544.49,24.32,169.17,47.95,170.13,70.46,85.80,77.13,50.60
17.95,166.64,111.47,62.58,57.36,505.16,25.34,135.50,241.28,261.47,56.85,27.72,97.53,48.10
23.33,253.18,137.59,123.31,55.44,303.03,33.11,104.76,-334.87,125.49,65.71,51.97,79.11,41.50
42.56,202.93,29.02,41.62,92.91,243.96,23.59,117.99,-153.42,403.05,63.35,30.18,136.51,26.79
-23.86,190.58,-2.13,62.31,33.73,358.66,19.01,202.46,-138.29,235.67,63.56,71.61,112.05,48.62
1.39,142.39,-14.10,72.88,45.80,515.42,11.04,150.55,-16.10,148.25,83.19,33.06,91.99,29.25
11.48,259.18,47.75,43.18,63.08,250.59,21.62,150.13,-233.64,156.64,56.79,56.70,76.18,64.95
21.95,183.19,4.47,68.49,45.54,197.19,17.82,137.40,-82.75,306.61,74.69,110.58,20.77,41.30
29.93,147.38,51.70,48.26,36.53,424.90,10.52,189.22,-163.72,194.61,65.67,43.92,128.23,38.30
8.84,82.44,43.62,63.34,37.62,519.96,15.70,112.67,-330.34,212.01,59.94,61.06,19.14,32.06
51.37,159.69,32.59,44.61,45.83,356.08,10.66,132.73,-162.27,172.90,62.54,63.39,98.93,40.93
46.28,176.26,51.48,55.83,67.07,241.20,14.96,124.28,-10.87,195.10,83.74,43.77,21.62,57.91
24.90,121.56,-10.29,48.15,46.80,294.37,20.97,126.01,-114.06,313.92,91.32,44.46,77.44,28.13
11.92,190.97,92.72,40.12,94.14,496.03,11.39,201.84,147.69,230.08,56.22,74.38,61.26,69.43
29.84,270.81,63.21,82.50,61.05,293.19,15.65,185.71,-322.82,353.31,68.41,114.87,84.12,39.47
-41.48,252.56,69.91,89.84,62.44,395.75,15.18,151.63,-478.48,202.43,61.11,44.20,42.21,46.82
-33.89,193.57,87.99,40.93,47.20,187.60,14.02,141.12,-316.23,320.92,43.66,33.72,129.12,50.48
-28.01,125.61,97.03,50.16,52.29,206.66,6.55,190.80,-63.86,139.07,59.35,54.20,-8.01,40.70
-26.40,193.93,109.90,82.23,87.23,296.44,15.22,111.61,58.75,192.25,83.37,57.52,124.19,28.21
9.06,143.08,45.15,74.78,28.52,412.39,15.77,135.83,-37.82,177.45,61.18,63.87,28.78,16.08
-33.97,180.19,34.52,34.67,38.17,269.15,10.86,141.22,-225.53,298.84,69.89,42.59,10.58,48.61
22.89,174.42,-5.90,55.54,145.24,256.69,17.87,127.66,-150.46,175.23,66.41,40.83,74.37,43.88
-13.44,181.31,25.91,56.97,80.98,206.67,31.67,134.35,28.07,164.91,68.10,45.54,93.22,70.88
20.35,157.08,85.80,46.09,57.34,472.26,7.58,143.16,-18.27,179.99,63.66,63.14,173.34,41.03
-36.08,178.14,-8.02,79.21,53.31,280.60,7.54,152.32,47.75,148.45,81.34,16.20,130.88,46.82
-62.82,263.74,17.95,55.58,45.42,391.27,8.57,158.63,-171.53,192.32,62.09,32.95,175.31,24.68
4.13,82.44,58.29,91.04,56.25,334.22,7.14,170.73,-407.17,335.73,63.96,55.63,118.07,45.89
57.01,313.70,77.71,20.80,70.79,433.92,5.62,227.40,-32.49,232.60,67.03,42.10,66.07,30.93
47.53,154.23,70.08,70.62,75.02,246.42,8.32,121.29,-142.53,228.11,64.58,33.03,109.87,62.86
-29.12,153.69,122.81,70.45,80.25,302.84,6.58,150.59,-111.84,206.61,73.40,32.39,54.62,39.44
-5.69,82.44,61.67,76.18,26.16,178.33,5.47,98.18,-135.18,217.40,58.08,41.10,54.37,29.36
-20.70,123.74,17.06,104.83,70.45,231.65,8.96,184.97,-103.39,172.57,77.46,47.96,75.32,28.84
7.02,215.13,17.47,56.68,28.14,389.49,18.91,167.29,-77.55,266.15,58.79,75.48,110.09,46.77
-33.26,190.00,88.04,54.44,70.56,411.31,9.46,157.59,47.99,309.82,75.33,24.34,134.12,67.83
18.57,156.09,95.51,33.83,55.30,287.08,16.95,168.51,-14.07,148.49,62.36,42.49,67.58,59.18
48.12,202.33,38.15,94.03,35.72,293.24,23.73,171.71,-268.65,182.87,61.12,45.10,84.34,44.23
-25.69,137.22,-8.60,32.79,46.99,269.67,16.42,213.52,-381.16,262.67,58.60,36.14,136.46,64.27
249.35,137.92,-14.18,36.12,30.90,123.72,17.25,165.15,104.75,199.07,85.82,46.20,60.82,70.22
70.29,257.05,17.17,62.63,29.30,359.62,8.19,185.40,106.13,167.94,57.06,30.05,132.89,55.18
49.84,146.72,2.70,80.06,118.79,375.70,11.63,198.07,101.68,164.83,73.16,30.19,109.36,56.06
-32.76,118.26,31.23,55.24,88.59,317.94,15.83,155.58,14.12,139.52,62.36,40.69,121.12,43.63
25.35,137.75,82.85,59.67,66.87,602.25,18.97,124.81,175.47,120.98,63.16,45.55,93.37,21.09
4.88,149.94,5.92,90.88,53.79,188.46,11.91,177.14,-162.44,208.14,61.45,74.14,62.27,48.78
-4.78,185.69,12.62,72.30,46.20,224.54,11.83,136.35,234.22,172.31,62.73,52.42,121.45,52.67
-47.36,193.19,25.79,71.13,52.08,379.49,7.90,157.17,-302.62,370.59,57.03,68.95,-6.13,46.27
-19.43,280.14,15.79,58.48,62.87,432.53,16.01,141.72,-278.10,174.07,74.99,41.71,75.08,47.36
-7.66,144.99,39.74,65.24,81.03,320.61,11.24,171.36,-82.37,236.68,72.76,43.98,82.41,25.62
-3.49,123.71,-3.73,84.92,76.11,266.44,14.56,144.83,39.98,406.98,64.06,111.80,136.94,30.78
66.86,175.67,9.35,98.13,75.85,237.18,13.99,119.62,-75.98,191.40,43.66,54.37,72.33,63.29
42.03,154.35,4.29,28.84,69.21,493.01,20.36,251.52,179.00,407.86,76.21,49.07,98.94,63.38
-7.53,256.31,62.95,44.55,89.68,499.20,15.56,126.71,42.71,252.96,60.30,63.06,97.20,56.62
29.49,116.97,64.83,72.68,62.09,401.04,14.52,154.64,-378.96,180.84,62.29,63.95,89.67,67.15
2.76,195.70,76.01,41.33,66.44,226.32,9.51,133.64,126.80,353.46,63.79,59.95,17.98,96.19
-11.09,214.82,-14.82,38.44,79.72,392.24,11.19,109.39,178.51,162.21,43.66,56.04,119.84,21.99
25.23,191.04,2.14,49.61,19.57,230.76,13.40,176.71,-233.43,341.33,100.92,38.69,74.47,63.23
-1.18,138.59,-1.08,54.30,39.02,430.69,24.00,127.87,-247.33,192.33,59.70,54.00,79.74,18.08
-22.23,193.97,39.95,28.96,64.46,389.10,6.43,127.99,60.75,169.84,59.41,33.80,67.11,53.32
40.41,252.23,71.52,99.91,63.14,220.34,13.35,133.59,-154.59,212.96,57.32,38.56,75.88,37.75
-24.44,135.68,81.13,34.97,46.33,293.61,22.83,223.43,199.46,258.99,61.98,106.83,46.27,29.21
16.55,155.87,53.76,34.61,90.87,263.45,10.75,200.81,-665.45,216.44,68.71,64.29,168.04,62.45
23.10,117.47,35.06,106.43,92.15,216.92,11.43,257.12,-369.49,187.94,60.12,68.57,123.04,51.47
-0.18,261.17,-6.51,111.48,59.34,211.80,12.34,212.55,241.88,237.02,62.09,160.75,50.78,42.03
-47.38,82.44,63.24,63.60,98.27,340.19,13.82,235.77,-116.72,170.04,57.97,47.78,39.59,35.69
38.63,279.79,11.34,76.15,43.94,450.71,13.80,186.48,44.11,402.57,85.14,63.70,87.31,48.68
-19.45,190.80,38.21,61.06,72.09,208.19,13.49,154.87,-31.26,143.84,58.34,55.24,11.24,61.87
25.32,116.57,64.16,88.05,44.52,305.45,9.16,139.14,81.05,206.45,69.32,95.55,172.98,48.69
14.29,154.08,108.73,60.04,62.21,220.74,19.51,113.39,-245.87,234.03,96.60,24.52,24.96,51.75
11.61,138.01,106.86,74.28,67.54,379.56,21.79,201.08,-346.49,277.30,57.80,102.89,45.39,34.62
30.75,296.30,124.13,69.99,124.38,333.56,19.98,197.94,102.95,116.94,58.03,56.39,54.07,40.78
-23.84,227.54,16.68,35.76,34.56,388.41,7.23,130.37,-48.42,301.14,89.16,34.20,117.70,72.76
-18.90,105.76,29.48,110.32,86.91,503.47,5.35,130.20,-32.14,187.28,83.05,56.82,198.04,26.27
-15.98,140.23,-51.39,62.90,71.78,223.31,21.89,150.65,-93.58,97.30,61.88,62.92,86.26,55.75
36.10,312.84,53.78,78.77,53.46,337.62,30.03,140.82,219.97,179.11,75.28,79.42,99.78,27.23
-6.05,198.16,2.97,55.32,116.74,394.39,9.25,190.34,145.60,172.44,67.07,63.67,55.41,54.97
34.86,323.53,9.57,83.27,42.76,254.15,15.10,175.23,-73.42,358.35,71.07,79.61,86.06,56.31
168.73,170.01,75.10,42.84,38.53,177.62,4.03,162.26,111.57,203.60,71.51,40.21,96.18,43.26
-31.69,82.44,-8.69,86.40,45.11,335.30,12.94,183.51,143.36,167.57,59.40,38.69,175.86,33.72
-8.32,137.57,125.86,42.59,42.69,279.83,11.54,122.53,-181.50,140.52,43.66,32.27,118.20,37.85
-35.05,129.59,59.26,69.97,66.00,275.73,23.69,108.14,310.87,174.61,59.26,35.04,66.58,26.35
-0.07,82.44,37.39,80.57,63.10,203.34,14.63,118.10,-560.43,230.79,61.09,135.11,79.07,34.34
1.01,203.73,35.95,77.93,30.94,483.69,11.56,196.74,-240.11,196.44,57.43,53.65,112.03,31.56
-47.12,168.99,38.63,66.15,51.48,258.57,20.39,158.46,5.15,231.74,89.51,49.72,100.29,19.24
-4.36,394.05,12.04,73.11,49.36,177.64,10.34,145.91,244.80,196.45,81.28,26.52,42.34,70.54
45.11,135.73,-3.42,39.47,46.29,397.02,10.30,202.09,-151.23,388.88,61.37,48.72,292.31,30.54
44.68,147.62,-21.80,41.80,25.29,523.92,10.98,143.93,-463.21,255.65,88.20,22.77,110.93,72.80
-30.82,129.05,25.17,56.28,59.52,441.05,14.13,144.61,-370.76,277.91,61.44,40.16,16.23,34.06
7.15,182.62,27.97,35.39,90.04,477.74,14.67,163.86,-171.57,150.72,67.92,55.29,82.84,40.22
-35.05,115.88,72.66,62.96,80.99,232.79,10.71,120.58,-97.33,205.55,63.79,66.20,88.33,50.72
8.82,187.28,62.95,46.26,49.94,356.53,8.40,154.29,-36.81,201.38,67.10,35.72,135.11,39.82
7.11,187.15,-14.97,38.91,62.17,298.74,16.43,158.48,-186.84,163.38,61.14,41.81,73.11,44.40
82.78,150.54,93.18,33.71,59.62,286.05,14.85,171.45,-146.89,191.11,60.88,60.57,69.27,54.93
-34.89,157.11,24.67,46.93,47.81,280.55,13.58,92.99,-23.75,182.46,61.94,83.14,95.89,46.24
24.78,252.13,18.36,110.17,58.99,626.78,21.12,123.49,-19.62,230.97,61.79,41.44,25.65,56.49
32.70,150.60,63.22,54.62,77.59,347.01,14.19,239.73,75.42,139.35,68.49,44.33,75.30,61.79
65.45,135.20,78.84,60.45,47.70,277.46,16.38,169.32,-138.12,231.09,119.84,112.85,108.12,20.99
-7.34,114.83,-31.40,78.60,55.51,512.72,7.98,119.95,-2.03,177.53,59.50,67.60,45.28,69.74
-14.32,165.82,72.41,68.23,70.60,602.63,10.04,135.34,-120.63,160.09,66.52,62.45,159.72,45.21
-47.14,182.43,102.92,118.04,50.98,402.82,11.07,184.12,326.43,151.63,60.40,35.77,39.92,30.32
-12.65,126.62,44.30,50.95,88.61,346.10,13.74,159.23,-393.86,262.77,69.11,32.42,107.94,64.71
21.38,204.98,-0.92,74.80,33.17,336.37,9.65,141.19,34.30,196.62,59.04,65.27,100.88,31.48
-22.35,232.82,85.06,53.00,55.83,517.32,10.68,122.61,-102.89,193.16,69.76,72.11,153.16,38.72
-42.62,137.61,45.45,57.70,81.22,325.89,10.41,146.07,-126.63,170.25,65.36,63.95,83.37,61.07
-7.70,239.09,-2.13,78.59,158.39,288.70,5.66,167.75,-509.33,382.14,57.39,34.38,54.30,36.55
17.18,82.44,131.72,93.52,33.46,308.41,17.94,150.09,-138.17,341.04,66.64,48.30,90.98,28.89
7.34,192.37,8.24,48.20,28.25,288.68,16.10,160.54,31.24,188.25,65.33,42.74,101.59,89.79
62.16,262.80,4.29,58.45,122.45,307.25,14.96,186.44,-83.85,221.14,68.17,90.83,55.87,44.13
3.17,165.36,154.37,87.70,71.97,276.51,18.83,158.34,-15.80,153.33,63.48,55.70,327.70,62.60
19.20,214.17,37.24,58.40,71.10,309.43,14.57,141.10,-253.20,136.43,79.77,67.98,107.97,38.83
24.44,82.44,54.57,75.92,44.22,362.27,14.85,117.56,-10.20,189.89,96.55,72.60,96.80,42.19
-6.27,82.44,-6.92,39.64,18.38,430.24,13.38,122.60,-40.44,184.10,62.18,47.33,88.06,62.66
50.57,289.79,51.56,87.22,39.84,534.62,17.14,168.10,-212.76,159.60,63.30,39.05,96.12,39.78
-30.97,227.44,41.52,45.92,70.13,395.23,5.21,139.50,-285.24,309.90,58.02,33.64,137.68,60.54
47.66,242.81,47.27,44.69,53.77,239.58,10.36,125.57,-70.03,168.25,64.10,54.41,166.26,46.63
62.16,211.31,30.58,65.35,76.36,330.12,10.16,151.63,-14.48,175.09,64.98,68.60,40.80,54.00
18.48,201.25,20.78,64.81,72.92,409.91,14.16,117.17,-153.67,142.95,62.41,76.20,65.42,33.10
27.84,146.93,30.53,42.32,39.53,361.90,10.28,191.35,23.36,203.19,59.30,49.03,36.17,45.75
-14.61,174.84,3.80,27.00,107.75,406.76,8.64,141.21,116.37,133.94,60.68,56.29,84.48,51.75
-2.30,145.07,20.69,32.37,74.42,243.77,12.65,163.15,-310.11,184.32,58.77,60.80,20.16,54.50
87.33,165.07,14.58,142.64,48.80,287.45,12.52,143.53,907.22,179.63,61.59,69.90,214.61,58.15
77.83,121.05,59.71,71.17,19.56,273.19,12.14,226.58,235.08,176.63,80.77,120.92,104.82,27.54
4.10,920.69,65.67,42.87,35.18,365.80,5.43,180.57,-159.75,115.93,43.66,51.88,119.63,75.47
-16.50,131.29,34.82,72.40,55.21,253.54,12.59,199.06,-106.11,113.97,70.84,63.83,151.31,35.93
72.06,188.95,59.81,79.71,21.00,259.71,19.36,182.25,6.94,299.45,81.71,40.88,43.48,88.08
14.53,128.07,52.49,66.55,106.14,247.97,21.37,152.21,80.68,213.31,78.65,55.03,57.34,42.72
-23.85,262.83,39.47,66.48,42.83,309.52,9.12,104.28,168.40,137.96,43.66,62.68,54.72,14.11
24.70,164.31,39.27,88.57,57.24,291.83,6.06,153.16,-210.07,194.83,74.80,57.17,58.16,19.73
20.19,122.57,256.71,48.89,45.37,362.19,9.60,171.48,-412.49,164.09,65.01,96.25,168.18,57.78
10.75,169.10,10.15,80.53,33.62,299.32,14.69,212.83,97.29,204.08,43.66,32.31,64.75,41.80
26.70,161.60,77.12,71.11,49.56,376.54,14.50,185.23,-53.87,172.08,60.33,84.28,70.86,39.49
14.23,106.74,99.41,92.75,60.30,229.89,11.26,201.81,-54.75,171.98,59.05,27.90,108.63,68.76
32.15,149.00,123.36,85.85,40.18,444.64,15.10,114.41,52.01,168.57,57.76,57.80,100.97,49.31
6.01,130.43,112.46,60.45,58.98,230.42,5.98,165.10,63.02,157.82,59.90,94.18,-3.90,51.83
-46.77,114.97,28.35,76.69,81.62,444.04,11.32,154.39,337.53,183.56,57.25,66.13,96.80,87.97
13.08,142.73,30.31,69.67,65.90,332.61,17.07,145.86,66.96,139.41,71.26,31.83,71.91,47.98
30.58,135.96,51.41,68.61,85.03,274.13,20.82,110.40,180.45,174.09,95.92,50.02,16.24,68.67
15.26,308.09,45.42,68.43,89.25,341.95,13.55,131.87,14.69,133.57,56.62,61.93,127.66,62.20
-24.20,132.75,116.72,47.64,51.60,315.53,12.48,142.16,-262.94,144.70,62.81,50.44,27.14,62.15
-19.73,189.22,43.22,110.87,62.02,489.15,15.55,138.12,189.58,155.95,88.82,44.73,189.08,60.23
-17.14,240.87,-28.82,61.27,43.72,223.17,7.11,219.74,-219.69,129.81,59.70,90.35,82.63,23.62
56.40,192.36,15.54,28.71,59.81,273.25,19.19,143.67,-285.42,221.80,59.78,55.56,239.89,70.21
-17.42,289.47,15.36,49.95,71.77,460.71,8.27,132.53,90.99,254.68,62.29,110.68,52.03,69.02
-24.13,168.68,142.63,95.68,74.50,296.02,25.20,138.86,143.77,323.52,58.12,81.21,122.03,50.98
-6.37,105.58,-6.61,61.15,45.07,194.24,10.58,128.02,-1.33,221.78,63.06,54.97,21.25,58.49
-38.47,82.44,26.58,58.89,57.88,282.43,9.55,124.04,-207.56,165.07,61.35,38.95,69.62,34.64
-31.03,145.19,46.00,91.14,41.31,187.59,7.09,167.88,-294.69,152.56,59.39,36.35,94.77,58.70
7.63,312.88,-50.16,105.37,114.42,238.34,9.95,215.59,92.53,176.74,43.66,58.47,36.21,52.92
-12.02,132.91,57.36,107.93,13.98,341.05,12.89,170.35,-289.84,186.01,59.79,98.27,104.68,41.08
29.47,331.22,65.95,42.77,52.39,332.47,10.67,144.57,152.84,205.26,60.72,35.00,31.09,32.85
2.53,148.64,41.17,63.75,69.90,348.81,15.13,216.27,-679.79,159.89,62.93,41.01,96.51,55.17
-39.92,219.85,43.16,48.09,47.71,310.98,10.65,133.11,111.50,235.27,60.74,113.36,91.79,42.64
-0.41,138.23,51.57,90.35,65.72,290.21,4.85,174.81,-155.16,264.84,61.41,38.82,50.60,57.20
14.00,154.81,177.53,30.52,72.94,214.53,13.01,183.37,-69.29,156.47,85.54,45.84,41.99,118.82
22.45,258.64,69.94,78.54,44.82,569.40,21.79,152.21,238.62,153.88,57.61,104.93,84.91,42.31
-32.48,179.50,-1.34,97.15,51.79,336.47,12.84,109.11,-231.64,212.00,52.80,38.73,133.52,49.20
-24.86,162.66,84.40,57.00,36.15,276.87,11.86,163.52,-13.07,165.49,65.58,70.55,58.13,33.58
59.00,82.44,102.77,70.81,51.53,275.34,12.92,141.47,32.57,135.20,69.56,21.81,51.51,72.10
-54.57,215.01,100.97,53.28,94.05,284.97,15.67,197.27,250.48,172.62,75.92,65.19,115.46,58.19
-12.00,266.98,74.78,50.54,52.49,274.07,4.65,214.59,-25.95,254.76,43.66,62.07,30.91,50.78
-18.07,155.08,56.04,44.81,31.34,437.17,10.11,153.71,215.15,228.36,54.79,26.78,109.10,24.84
-37.32,192.93,58.63,34.89,26.59,387.20,23.08,123.65,-676.00,166.47,65.74,25.80,74.97,67.01
-10.58,148.86,43.16,71.39,32.78,240.55,11.27,163.83,-185.49,194.20,43.66,19.79,59.84,62.23
13.45,125.99,9.52,122.42,58.11,251.29,18.57,142.06,-19.39,202.24,75.51,37.69,53.73,40.06
32.13,82.44,11.27,74.36,45.37,238.69,19.93,159.05,-46.33,134.24,58.73,16.43,63.51,12.31
17.59,240.70,40.70,63.70,55.57,168.24,20.05,130.83,379.47,172.57,72.43,34.52,41.44,44.51
-86.58,274.08,27.80,25.43,62.90,227.40,6.01,171.54,118.29,304.70,58.83,69.19,38.50,56.14
27.96,222.61,-15.92,99.52,40.79,427.45,12.19,157.47,229.15,327.43,57.72,66.12,152.54,52.49
54.13,292.92,120.33,63.90,100.08,319.28,11.05,234.82,115.36,169.91,65.69,56.12,98.28,49.49
-11.41,154.95,129.80,36.10,94.72,208.56,20.07,123.82,-65.26,184.03,66.90,96.17,31.91,68.11
-13.09,133.37,17.48,50.74,35.86,225.29,18.38,225.58,-10.84,159.28,65.69,56.60,143.78,41.57
5.97,235.58,-16.26,34.69,47.69,367.17,10.08,154.28,-360.63,180.88,63.48,17.21,112.06,55.52
27.73,140.14,93.97,76.84,66.82,217.82,15.76,154.61,-13.67,437.97,62.65,64.12,33.87,68.56
0.40,190.12,-24.32,74.79,44.10,388.15,20.81,134.46,-261.57,123.78,55.87,27.67,22.27,54.31
40.32,185.38,10.42,62.53,17.07,338.14,18.47,157.64,-22.36,182.04,61.25,49.32,58.77,50.60
13.71,106.55,92.82,52.41,34.65,263.55,21.45,165.95,120.18,256.29,64.20,72.85,42.00,41.98
13.08,210.16,50.39,49.64,35.83,459.54,9.92,126.91,-401.54,211.44,67.30,33.37,74.23,53.58
-34.06,262.92,9.99,86.16,74.51,198.63,13.69,128.22,-16.14,197.43,64.88,39.32,80.87,55.68
14.59,82.44,16.05,67.42,96.85,811.39,6.43,107.65,-472.30,124.51,77.94,94.01,135.76,56.82
-2.08,177.53,65.20,32.82,135.03,279.57,13.49,160.01,94.02,198.10,82.58,105.99,129.72,59.04
-10.34,199.20,0.05,66.75,21.94,419.88,10.74,136.87,175.22,227.58,62.79,84.86,95.54,37.48
-10.30,136.42,42.93,62.64,78.54,201.79,13.24,172.69,-47.52,170.16,55.92,48.07,93.31,45.92
-11.76,197.13,-4.81,57.30,50.72,142.44,19.83,170.64,-25.84,163.53,66.88,62.71,120.87,61.46
18.33,186.32,56.98,35.47,52.50,661.40,16.05,164.89,-373.75,315.51,55.56,78.85,-8.01,39.82
-39.78,296.09,104.38,65.29,110.13,340.32,10.27,185.92,36.73,286.72,63.50,49.43,169.40,39.48
3.26,192.20,4.99,108.14,57.16,471.17,16.16,176.62,-423.10,151.61,59.21,50.80,102.28,37.54
40.76,94.21,64.36,71.94,52.95,449.77,13.08,185.99,138.67,92.96,71.84,74.09,144.16,50.27
